"#";"Url";"Google index";"SEMrush backlinks";"SEMrush subdomain backlinks";"SEMrush publisher display ads"
"32";"https://knowledge.wharton.upenn.edu/article/will-reshoring-chip-production-help-fix-the-supply-chain/";"16,200";"166";"774552";"1"
"33";"https://knowledge.wharton.upenn.edu/article/what-can-leaders-learn-from-ukraines-volodymyr-zelenskyy/";"16,200";"499";"774552";"1"
"34";"https://knowledge.wharton.upenn.edu/article/what-the-frequency-of-your-pay-means-for-financial-well-being/";"16,200";"138";"774552";"1"
"35";"https://knowledge.wharton.upenn.edu/article/how-responsible-research-can-tackle-societys-toughest-challenges/";"16,200";"106";"774552";"1"
"36";"https://knowledge.wharton.upenn.edu/article/how-will-twitter-change/";"16,200";"185";"774552";"1"
"37";"https://knowledge.wharton.upenn.edu/special-report/private-equity-crossroads/";"16,200";"wait...";"774552";"1"
"38";"https://knowledge.wharton.upenn.edu/article/why-more-companies-are-standing-up-on-social-issues/";"16,200";"135";"774552";"1"
"39";"https://knowledge.wharton.upenn.edu/article/why-is-amazon-purchasing-a-health-care-provider/";"16,200";"143";"774552";"1"
"40";"https://knowledge.wharton.upenn.edu/special-report/the-entrepreneurs-spurring-africas-rise/";"16,200";"wait...";"774552";"1"
"41";"https://knowledge.wharton.upenn.edu/article/why-corporate-greed-isnt-driving-inflation/";"16,200";"130";"774552";"1"
"42";"https://knowledge.wharton.upenn.edu/special-report/business-books-for-the-beach-2/";"16,200";"wait...";"774552";"1"
"43";"https://knowledge.wharton.upenn.edu/article/hits-and-misses-of-the-feds-inflation-strategy/";"16,200";"53";"774552";"1"
"44";"https://knowledge.wharton.upenn.edu/special-report/booking-time/";"16,200";"wait...";"774552";"1"
"45";"https://knowledge.wharton.upenn.edu/article/can-the-cdc-repair-its-reputation/";"16,200";"54";"774552";"1"
"46";"https://knowledge.wharton.upenn.edu/article/investing-in-refugee-entrepreneurs-in-east-africa/";"16,200";"1019";"774552";"1"
"47";"https://knowledge.wharton.upenn.edu/special-report/israels-marketing-challenge/";"16,200";"wait...";"774552";"1"
"48";"https://knowledge.wharton.upenn.edu/special-report/bridging-the-trust-divide-the-financial-advisor-client-relationship/";"16,200";"wait...";"774552";"1"
"49";"https://knowledge.wharton.upenn.edu/article/what-higher-mortgage-rates-mean-for-the-housing-market/";"16,200";"249";"774552";"1"
"50";"https://knowledge.wharton.upenn.edu/article/what-happens-when-your-boss-sends-you-a-friend-request/";"16,200";"147";"774552";"1"
"51";"https://knowledge.wharton.upenn.edu/article/the-benefits-of-the-secs-climate-disclosure-rule/";"16,200";"146";"774552";"1"
"52";"https://knowledge.wharton.upenn.edu/article/why-the-housing-market-is-not-in-recession/";"16,200";"65";"774552";"1"
"53";"https://knowledge.wharton.upenn.edu/special-report/summer-book-section-lie-low-lean-back-and-read/";"16,200";"wait...";"774552";"1"
"54";"https://knowledge.wharton.upenn.edu/article/how-student-loan-forgiveness-will-transform-college-financing/";"16,200";"45";"774552";"1"
"55";"https://knowledge.wharton.upenn.edu/article/why-employee-wellness-programs-dont-work/";"16,200";"502";"774552";"1"
"56";"https://knowledge.wharton.upenn.edu/article/action-not-words-creating-gender-and-racial-equity-at-work/";"16,200";"153";"774552";"1"
"57";"https://knowledge.wharton.upenn.edu/article/is-this-the-end-of-globalization/";"16,200";"wait...";"774552";"1"
"58";"https://knowledge.wharton.upenn.edu/article/why-erasing-student-debt-wont-fix-the-problem/";"16,200";"wait...";"774552";"1"
"59";"https://knowledge.wharton.upenn.edu/special-report/on-the-move-adapting-to-a-new-global-economy-2/";"16,200";"wait...";"774552";"1"
"60";"https://knowledge.wharton.upenn.edu/article/fighting-inflation-why-the-fed-needs-to-be-more-aggressive/";"16,200";"wait...";"774552";"1"
"61";"https://knowledge.wharton.upenn.edu/article/what-lies-ahead-for-the-ipo-market/";"16,200";"wait...";"774552";"1"
"62";"https://knowledge.wharton.upenn.edu/article/unfriendly-skies-who-will-win-the-fight-for-spirit-airlines/";"16,200";"wait...";"774552";"1"
"63";"https://knowledge.wharton.upenn.edu/article/best-countries-2022-whos-number-one/";"16,200";"wait...";"774552";"1"
"64";"https://knowledge.wharton.upenn.edu/article/are-retailers-losing-money-on-loyalty-programs/";"16,200";"wait...";"774552";"1"
"65";"https://knowledge.wharton.upenn.edu/article/texas-fought-against-esg-heres-what-it-cost/";"16,200";"wait...";"774552";"1"
"66";"https://knowledge.wharton.upenn.edu/article/the-labor-market-is-looking-up-for-how-long/";"16,200";"wait...";"774552";"1"
"67";"https://knowledge.wharton.upenn.edu/article/inflation-and-interest-rates-whats-ahead/";"16,200";"wait...";"774552";"1"
"68";"https://knowledge.wharton.upenn.edu/article/why-the-fed-is-walking-an-inflation-recession-tightrope/";"16,200";"wait...";"774552";"1"
"69";"https://knowledge.wharton.upenn.edu/article/what-the-andes-miracle-teaches-about-adaptive-leadership/";"16,200";"wait...";"774552";"1"
"70";"https://knowledge.wharton.upenn.edu/article/economic-sanctions-affecting-russia/";"16,200";"wait...";"774552";"1"
"71";"https://penntoday.upenn.edu/events/role-arts";"38,900";"wait...";"1749095";"1"
"72";"https://almanac.upenn.edu/";"37,700";"4844";"72598";"1"
"73";"https://almanac.upenn.edu/latest-issue";"37,700";"wait...";"72598";"1"
"74";"https://penntoday.upenn.edu/news/wharton-global-youth-program-future-leaders-business-world";"38,900";"wait...";"1749095";"1"
"75";"https://global.upenn.edu/perryworldhouse/news/china-and-west-growing-apart-geopolitical-tensions-grow";"4,220";"wait...";"45970";"1"
"76";"https://global.upenn.edu/perryworldhouse/news/sixty-years-after-cuban-missile-crisis-how-face-new-era-global-catastrophic";"4,220";"wait...";"45970";"1"
"77";"https://www.upenn.edu/academics/graduate";"4,550";"wait...";"951031";"1"
"78";"https://penntoday.upenn.edu/news/penn-engineering-rethinking-computer-chip-age-ai";"38,900";"wait...";"1749095";"1"
"79";"https://penntoday.upenn.edu/news/75th-anniversary-harry-truman-speech-television-president";"38,900";"wait...";"1749095";"1"
"80";"https://penntoday.upenn.edu/news/five-penn-faculty-members-elected-national-academy-medicine";"38,900";"wait...";"1749095";"1"
"81";"https://penntoday.upenn.edu/news/harold-w-mcgraw-jr-prize-education-winners-announced";"38,900";"wait...";"1749095";"1"
"82";"https://penntoday.upenn.edu/news/projects-for-progress-p4p-2021-2022";"38,900";"wait...";"1749095";"1"
"83";"https://penntoday.upenn.edu/news/nih-funded-canine-immunotherapy-data-center-charts-path-toward-transformative-therapies";"38,900";"wait...";"1749095";"1"
"84";"https://www.aisp.upenn.edu/wp-content/uploads/2015/08/AlleghenyCounty-_CaseStudy.pdf";"177";"wait...";"wait...";"1"
"85";"https://almanac.upenn.edu/articles/update-october-at-penn-v69-n10";"37,700";"wait...";"72598";"1"
"86";"https://www.nursing.upenn.edu/student-services/index.php?widget=news&livewhale=widget_paginate&syntax=%3Cwidget%20type%3D%22news%22%3E%3Carg%20id%3D%22paginate%22%3E2%3C%2Farg%3E%3Carg%20id%3D%22group%22%3ECore%20Site%3C%2Farg%3E%3C%2Fwidget%3E&all=1";"6,750";"wait...";"126006";"1"
"87";"https://penntoday.upenn.edu/news/penn-vet-medicine-meeting-generational-challenge-feeding-world-and-doing-it-sustainably";"38,900";"wait...";"1749095";"1"
"88";"https://knowledge.wharton.upenn.edu/special-report/supernova-2006-connecting-in-a-complex-world/";"16,200";"wait...";"774552";"1"
"89";"https://knowledge.wharton.upenn.edu/special-report/smart-cities-toolkit-leaders/";"16,200";"wait...";"774552";"1"
"90";"https://knowledge.wharton.upenn.edu/special-report/the-top-stories-of-2010/";"16,200";"wait...";"774552";"1"
"91";"https://knowledge.wharton.upenn.edu/special-report/five-takes-on-creative-leadership/";"16,200";"wait...";"774552";"1"
"92";"https://knowledge.wharton.upenn.edu/special-report/confronting-reality-climate-change/";"16,200";"wait...";"774552";"1"
"93";"https://knowledge.wharton.upenn.edu/special-report/brazils-new-beat-social-challenges-economic-progress/";"16,200";"wait...";"774552";"1"
"94";"https://knowledge.wharton.upenn.edu/special-report/no-time-waste-achieving-uns-sustainability-goals/";"16,200";"wait...";"774552";"1"
